id,question,A,B,C,D,answerKey,choice_type,exp,subject_name,topic_name
3754573b-da5e-4350-9604-2bff0e3a30b3,A 6 years male child comes with complaints of bedwetting. The child is continent during the day and problem is only at night. Growth and development of the child were normal. Urine microscopy is normal and urine specific gravity was 1.020. How will you manage?,Reassure the parents and follow up after 6 months,Refer to psychiatrist,Complete blood counts,Ultrasound-KUB,A,single,"Ans: A: Reassure the parents and follow up after 6 monthsExplanation:(Ref: Nelson 20Ie p2585; Ghai 8/e p504)Bed-wetting is normal till 5 years of age.In a child with only night-time bed wetting, when urinalysis (to rule out infections) and urine osmolality (to rule out diabetes) are normal, only regular follow up is required.Treatment:To reassure the child and parents that the condition is self-limited and to avoid punitive measures that can affect the child's psychologic development adversely.Fluid intake should be restricted to 2 oz after 6 or 7 pm.Parents should be ceain that the child voids at bedtime.Avoiding extraneous sugar and caffeine after 4 pm also is beneficial.If the child snores and the adenoids are enlarged, referral to an otolarvngologist should be considered, because adenoidectomv can cure the enuresis.",Pediatrics,
2fd187fb-bb8c-4b94-9f62-2748950ceb5a,Which factor of the following contributes to short duration of anesthetic action of single dose thiopental,Rapid biotransformation,Rapid accumulation in body fat,High lipid solubility,Ability to enter and leave brain tissue every rapidly,C,single,,Pharmacology,
16b0d12a-6521-4f27-a70f-2726a7a3f6a3,Treatment of choice in childhood thyrotoxicosis :,Radio Iodine,Lugols Iodine,Carbimazole,Surgery,C,single,"Most pediatric endocrinologists recommend initial medical therapy using antithyroid drugs rather than radioiodine or subtotal thyroidectomy.
The 2 antithyroid drugs in widest use are methimazole and propylthiouracil.",Pediatrics,
36535f13-db82-4771-afd8-3f210207b234,Which of the following conversions does not require Biotin as a cofactor?,Gamma carboxylation of glutamate,Acetyl Co-A to Malonyl Co-A,Propionyl Co-A to methyl malonyl Co-A,Pyruvate to oxaloacetate,A,single,"Ans: A. Gamma carboxylation of glutamate(Ref: Harrison 19/e p96e-5; Harper 30/e p550, 561)Gamma carboxylation of glutamate:Carried out by Gamma-glutamyl carboxylase.Gamma-glutamyl carboxylase:Vitamin-K dependent enzyme.Catalyzes post-translational modification of vitamin K-dependent proteins.Biotin:Transfers carbon dioxide in reactions like acetyl-CoA carboxylase, pyruvate carboxylase, propionyl-CoA carboxylase & methylcrotonyl-CoA carboxylase.Biotin functions to transfer carbon dioxide in reactionsPyruvate carboxylasePyruvate (3C) to oxaloacetate (4C) in gluconeogenesisdegAcetyl-CoA carboxylaseAcetyl-CoA (2C) to malonyl-CoA (3C) in lipid synthesis.Propionyl-CoA carboxylasePropionyl-Co A (3C) to methylmalonyl-CoA (4C) inMethylmalonyl CoA carboxyl Propionic acid synthesis in bacteriaMethylcrotonyl-CoA carboxylaseLeucine catabolism",Biochemistry,
66445905-f680-4952-8f35-71253c0c525d,"A child presented at 2 years of age with delayed motor development, mental retardation and finger biting. He was normal at bih. He subsequently develops cerebral palsy ahritis and dies due to renal failure at age of 25 years. What is the likely enzyme deficiency implicated?",Hexosaminidase deficiency,Adenosine deaminase deficiency,HGP deficiency,Ornithine transcarbamoylase deficiency,C,single,"Ans: C. HGP deficiency(Ref: Nelson 20/e p746-747)Lesch-Nyhan syndrome:Complete HGP deficiency characterized by hyperuricemia, self-mutilative behavior, choreoathetosis, spasticity & mental retardation.HP gene:Located on X chromosome.Affected males - Hemizygous for mutant gene.Carrier females - Asymptomatic.Paial HP deficiency:Kelley!Seegmiller syndrome associated with hyperuricemia without CNS manifestations.Hyperuricemia - Due to urate overproduction a Causing uric acid crystalluria, nephrolithiasis, obstructive uropathy & gouty ahritis.Early diagnosis and appropriate therapy with allopurinol can prevent or eliminate all the problems attributable to hyperuricemia without affecting behavioral or neurologic abnormalities.",Pediatrics,
a7249818-4e2e-468e-9dbc-05cbc8bc8fc2,All of the following processes take place in mitochondria except:,Beta-oxidation of fatty acids,DNA synthesis,Fatty acid synthesis,Protein synthesis,C,multi,"Ans: C. Fatty acid synthesisMetabolic Pathways (Cycle or Reactions)SiteBeta oxidation.Ketone body utilization.Pyruvate dehydrogenase.Electron transpo chain.TCA cycle (BK PET),Mitochondria",Biochemistry,
10b14133-7f8a-43dd-ab66-b0cfd0c784c2,"In which stage of neurocysticercosis, there is no edema?",Vesicular,Vesicular colloidal,Granular nodular,Nodular calcified,D,single,"Ans. d. Nodular calcified (Ref Robbins 9/e1)395, SA, 1)392-393)Surrounding edema is seen in the colloidal vesicular and granular nodular stages.StageCyst wallScolexCommentVesicularNon-enhancingWall defined membraneOnly one ble scolexEccentric hyperdense hole-with-dot"" appearanceSuggestive of ble larvaColloidalRing Enhancing with perilesional edemaDegenerating scolexFluid becomes more turbidEarliest stage in the cyst involution - larval degenerationGranularFocal nodular enhancing necrotic lesions with perilesional edemaDegenerating scolexEosinophilic structure Bladder and scolex are in various stages of disintegationCalcifiedSmall hyperdense nodules without perilesional edema",Pathology,
292a6244-9c88-4a6a-9c32-ab38524e588f,True statements regarding Direct Ophthalmoscopy are all except:,Image is viual and erect,2 disk diameter field of vision,Magnification is 5 times,Self-illuminated device,C,multi,"Ans: C. Magnification is 5 times(Ref Parson's 22/e p137-139. 20/c p126-133).In direct ophthalmoscopy magnification = 15 times.In indirect ophthalmoscopy, magnification = 4-5 times.FeaturesDirect ophthalmoscopyIndirect OphthalmoscopyCondensing lensNot requiredRequired (Convex Examination distanceAs close to patient's eye as possibleAt an arm's lengthImageViual, erectdegReal, inveedMagnificationAbout 15 timesdeg4-5 timesdegIlluminationNot so bright, so not useful in hazy Bright, so useful for hazy Area of field in focusAbout 2 disc dioptersdegAbout 8 disc dioptersdegStereopsisAbsentPresentAccessible fundus viewSlightly beyond equatorUp to Ora serrata i.e. PeripheralretinadegExamination through hazy Not possiblePossibledegPatient positionSittingSupineEaseEasy procedure for visualization ofposterior pole of retinaDifficult, require training",Ophthalmology,
92ee38b6-68d0-4626-8c03-053db30d77dc,"Sudden death in a patient with an acute myocardial
infarction is most commonly due to",Aortic dissection,Atrial fibrillation,Cardiac tamponade,Ventricular fibrillation,D,single,,Medicine,
752e362f-7162-4590-bb2f-fc6dc270a065,Gene for ectodermal dysplasia with cleft lip and palate,ED-1,GJB6,PVRL1,R P73,C,single,,Pathology,
f60cbc85-478b-4734-ac8d-4ec9b707f84b,The radiographic view of choice for demonstrating a nasal fracture is:,Reverse towne's,PA view,True lateral,OPG,C,multi,,Surgery,
cda9b8dd-1c5b-4b7d-b08c-8e959ab72415,Non-pulsatile dose of GnRH agonist is used in all the following conditions except-,Endometriosis,infeility,Precocious pubey,Prostate cancer,B,multi,Ans.B.Male infeilityGnRH is used in all those conditions where there is increased estrogen as GnRH decrease estrogen secretion.Mnemonic :* A - F and HIP* A = Adenomyosis* B = Irritable Bowel Syndrome (under Trial)* C = Ca Breast (Tamoxifen + GnRH agonist give good result)* D = DUB* E = Endometriosis* F = Fibromyoma uterus.* H = Hirsutism* I = Infeility* P = Precocious Pubey.,Gynaecology & Obstetrics,
64fb619d-cfcf-450f-a317-cb760dca53e3,Which is not a monosaccharide?,Glucose,Galactose,Maltose,Fructose,C,single,,Biochemistry,
6459d630-c20c-4ee5-b8d9-3598a464f64a,Chances of recurrence of multicystic ameloblastoma after surgical enucleation is:,<50%,<10%,50-100%,18-25%,C,single,,Surgery,
8ee2d953-651d-41bb-88bd-ab49c3be399b,Addison's disease is related to:,Adrenal medulla,Adrenal cortex,Post pituitary,Parathyroid gland,B,single,,Pathology,
c52f3d8b-9255-4eb2-a6b8-dffc3d149662,Most common tumour of parotid gland is:,Pleomorphic adenoma,Adenoid cystic carcinoma,Cylindroma,Epidermoid carcinoma,A,single,,Pathology,
f7da806e-72c7-4e47-9a89-46abf9f8fae6,"Which laboratory test is most useful for patient under
dicumarol therapy?",PT,Platelet count,BT,CT,A,single,,Medicine,
d9c20d32-1598-4eae-9b6b-5f172e914f8f,Function of major connector is that it:,"Connects parts of prosthesis on one side of arch with	those on opposite side",Distributes forces aver entire supporting structure,Resists flexing and torque,All of the above,D,multi,,Dental,
7f1066f0-b7c7-4a61-96df-d0873dd2e03e,Chronic mercury toxicity results from:,Inhalation while removing old amalgam,Skin contact,Mercury vapour,All of the above,D,multi,"All the options given in the question lead to mercury toxicity.
Methyl mercury is the most common form that is transformed by natural processes; it is a more toxic form than ethyl mercury (C2H5Hg+) or elemental mercury. Methyl mercury is a major safety concern because it bioaccumulates through the food chain; its pharmacokinetic half-life is longer (1.5 to 3 months) than that of ethyl mercury (less than 1 week). In air, the concentrations of mercury range from about 0.01 to 0.02 µg/m3.
Mercury accumulates in the kidneys. In the brain, metallic mercury can be converted to an inorganic form that is retained in the brain. Elemental mercury and mercury vapor have a half-life of 1 to 3 months. Mercury leaves the body by excretion through urine and feces.
Exposure to high levels of mercury can injure the brain, kidneys, and developing fetus. Chronic mercury toxicity may be manifested as tremors; memory loss; and changes in personality, vision, and hearing.
Reference: PHILLIPS’ SCIENCE OF DENTAL MATERIALS, 12th ed page no 124",Dental,
5d7ae586-3ecd-41a4-a172-d32ab3dc4f6a,Mass Drug Administration is not helpful for,Lymphatic Filariasis,Vitamin A Deficiency,Worm infestation,Scabies,D,single,- Lymphatic Filariasis is treated with Diethyl carbamazine (DEC) (Or) a combination of DEC + Albendazole/ Ivermectin - Vitamin A deficiency - Prophylaxis- 2 lakhs IU to 1-6 years of age - Worm infestation - Ascariasis once every 2-3 months; it does not interrupt transmission but useful in reduction of worm load in community - Scabies - No mass drug administration done along with patient his/her family members should be treated not the whole community.,Social & Preventive Medicine,AIIMS 2019
8cd9acfa-7c86-406b-83f0-49e7e207aef7,Which of the following instructions should be given to a lactating mother regarding drug usage?,No advice is required as most of the drugs are secreted negligibly in the milk,Take drugs with longer half-life,Tell her to feed the baby just before next dose,Do not feed the baby if you are consuming any drug,C,single,"Just before the next dose, the plasma concentration of drug is minimum; so it is relatively safer to feed at that time. Some drugs are secreted significantly in milk. There is no relation between half-life of a drug and its milk secretion ; So, long half life drugs may also come in milk. Not all the drugs are harmful or significantly secreted in milk so feed should not be stopped. Drugs C/I during lactation: Lithium Aspirin Levetiracetam Atenolol Sulfonamide Metronidazole Methotrexate Metals(Cu).",Pharmacology,AIIMS 2017
f04e3d13-d50f-45d8-9fc2-82ef57da3aa9,Oral infection by penicillinase producing organisms should be treated with:,Ampicillin,Dicloxacillin,Erythromycin,Any of the above,B,multi,,Pharmacology,
e4927cf9-d5c2-4d7e-ab5b-7429e206275e,The virulence factors of Neisseria gonorrhea include all of the following except:,Outer membrane proteins,IgA Protease,M-Proteins,Pili,C,multi,,Microbiology,
1a32e105-4c5b-4116-a635-c2eb48d8c25e,A man throws sulphuric acid on the face of his wife after a fight following which she comes to the emergency for suppoive management. All of these statements are true about chemical burns except:,Blisters are present,Ulcerated patches are present,Absence of singeing of hairs,Coagulation necrosis occurs at the site of burn,A,multi,"Ans: A. Blisters are present(Ref Parikh 6/e p4.168) Vesicles & blisters are usually absent in chemical burns.Chemical burn:Occurs when living tissue is exposed to a corrosive substance such as a strong acid or base.Follows standard burn classification.Cause extensive tissue damage.Main types of irritant and/or corrosive products are:Acids, bases, oxidizersreducing agents, solvents, and alkylants.Chemical weapons, e.g. vesicants such as mustard gas and lewisite, or uicants such as phosgene oxime.",Forensic Medicine,
