,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
42,42,Mercury_7005513,7005513,D,Mercury,Plants use carbon dioxide from the atmosphere during the process of (A) respiration. (B) fertilization. (C) evaporation. (D) photosynthesis.,Plants use carbon dioxide from the atmosphere during the process of , respiration. , fertilization. , evaporation. , photosynthesis.,,"### Plants use carbon dioxide from the atmosphere during the process of  (A)  respiration.  (B)  fertilization.  (C)  evaporation.  (D)  photosynthesis. 
 ### "," (B) fertilization. 

 ### (B) fertilization. 

 ### (B) fertilization. 


 ### (B) fertilization. 


"
43,43,NYSEDREGENTS_2015_4_27,27,B,NYSEDREGENTS,A bird builds a nest to (A) hibernate in winter (B) shelter its offspring (C) produce more feathers (D) eliminate waste,A bird builds a nest to , hibernate in winter , shelter its offspring , produce more feathers , eliminate waste,,"### A bird builds a nest to  (A)  hibernate in winter  (B)  shelter its offspring  (C)  produce more feathers  (D)  eliminate waste 
 ### ","2.  hibernate in winter 

 ### 4. eliminate waste 

 ### 4. eliminate waste 

 ### 4. eliminate waste 

 ### 4. eliminate waste 

 ### 4. eliminate waste 

 ###"
44,44,MSA_2012_8_28,28,C,MSA,Common soaps are often basic. Which of these is a property of a chemical base? (A) sour taste (B) pH equal to 6 (C) turns litmus paper blue (D) forms bubbles with limestone,Common soaps are often basic. Which of these is a property of a chemical base? , sour taste , pH equal to 6 , turns litmus paper blue , forms bubbles with limestone,,"### Common soaps are often basic. Which of these is a property of a chemical base?  (A)  sour taste  (B)  pH equal to 6  (C)  turns litmus paper blue  (D)  forms bubbles with limestone 
 ### ","4. turns litmus paper blue 

 ### 4. turns litmus paper blue 

 ### 4. turns litmus paper blue 

 ###"
45,45,TAKS_2009_5_29,29,C,TAKS,Which two properties of a crayon will stay about the same after the crayon is melted? (A) Shape and physical state (B) Temperature and hardness (C) Color and mass (D) Thickness and texture,Which two properties of a crayon will stay about the same after the crayon is melted? , Shape and physical state , Temperature and hardness , Color and mass , Thickness and texture,,"### Which two properties of a crayon will stay about the same after the crayon is melted?  (A)  Shape and physical state  (B)  Temperature and hardness  (C)  Color and mass  (D)  Thickness and texture 
 ### "," (D)  Thickness and texture 
 ### (D)  Thickness and texture 
 ### (C)  Color and mass "
46,46,Mercury_7217350,7217350,C,Mercury,Which is the most important reason for scientists to publish their data and findings that result from a scientific investigation? (A) to become famous (B) to get paid for their research (C) to allow other scientists to try to replicate their results (D) to gain respect from their peers in the scientific community,Which is the most important reason for scientists to publish their data and findings that result from a scientific investigation? , to become famous , to get paid for their research , to allow other scientists to try to replicate their results , to gain respect from their peers in the scientific community,,"### Which is the most important reason for scientists to publish their data and findings that result from a scientific investigation?  (A)  to become famous  (B)  to get paid for their research  (C)  to allow other scientists to try to replicate their results  (D)  to gain respect from their peers in the scientific community 
 ### ","
 ### (D)  to gain respect from their peers in the scientific community 
"
47,47,Mercury_7163363,7163363,D,Mercury,"When humans move into an area, they sometimes plant grasses, flowers, or trees that are not native to the area. The non-native species sometimes choke out the native species. Which organism would most likely be harmed by a loss of native plants in the area? (A) the fungi that break down dead plants (B) the beetles that eat a variety of grass roots (C) the mosquitoes that hide under plant leaves (D) the caterpillars that eat only one type of plant","When humans move into an area, they sometimes plant grasses, flowers, or trees that are not native to the area. The non-native species sometimes choke out the native species. Which organism would most likely be harmed by a loss of native plants in the area? ", the fungi that break down dead plants , the beetles that eat a variety of grass roots , the mosquitoes that hide under plant leaves , the caterpillars that eat only one type of plant,,"### When humans move into an area, they sometimes plant grasses, flowers, or trees that are not native to the area. The non-native species sometimes choke out the native species. Which organism would most likely be harmed by a loss of native plants in the area?  (A)  the fungi that break down dead plants  (B)  the beetles that eat a variety of grass roots  (C)  the mosquitoes that hide under plant leaves  (D)  the caterpillars that eat only one type of plant 
 ### ","
"
48,48,Mercury_7182158,7182158,D,Mercury,"Parakeets are birds whose basic plumage color is green. However, parakeets exhibit a wide range of color both in the wild and in captivity. Which process is the source of the wide color variation observed in parakeet populations? (A) speciation (B) adaptation (C) natural selection (D) genetic mutation","Parakeets are birds whose basic plumage color is green. However, parakeets exhibit a wide range of color both in the wild and in captivity. Which process is the source of the wide color variation observed in parakeet populations? ", speciation , adaptation , natural selection , genetic mutation,,"### Parakeets are birds whose basic plumage color is green. However, parakeets exhibit a wide range of color both in the wild and in captivity. Which process is the source of the wide color variation observed in parakeet populations?  (A)  speciation  (B)  adaptation  (C)  natural selection  (D)  genetic mutation 
 ### ","2. adaptation 

 ### 2. adaptation "
49,49,Mercury_7098053,7098053,A,Mercury,"When the fuel in a gasoline engine is burned, the energy conversion is from (A) chemical to thermal. (B) potential to nuclear. (C) thermal to potential. (D) electrical to kinetic.","When the fuel in a gasoline engine is burned, the energy conversion is from ", chemical to thermal. , potential to nuclear. , thermal to potential. , electrical to kinetic.,,"### When the fuel in a gasoline engine is burned, the energy conversion is from  (A)  chemical to thermal.  (B)  potential to nuclear.  (C)  thermal to potential.  (D)  electrical to kinetic. 
 ### ","
 ### (D)  electrical to kinetic. 

 ### (D)  electrical to kinetic. 

 ### (D)  electrical to kinetic"
50,50,Mercury_7015890,7015890,B,Mercury,Which is evidence that the universe is expanding? (A) the presence of dark matter (B) red shift of light from distant galaxies (C) constant speed of light from every perspective (D) emission of high-energy gamma rays by distant objects,Which is evidence that the universe is expanding? , the presence of dark matter , red shift of light from distant galaxies , constant speed of light from every perspective , emission of high-energy gamma rays by distant objects,,"### Which is evidence that the universe is expanding?  (A)  the presence of dark matter  (B)  red shift of light from distant galaxies  (C)  constant speed of light from every perspective  (D)  emission of high-energy gamma rays by distant objects 
 ### "," (C)  constant speed of light from every perspective  
 ### (C)  constant speed of light from every perspective 
 ### (D) "
51,51,Mercury_407530,407530,B,Mercury,"In their science classroom, Sam and Julia cross a heterozygous tall (Tt) pea plant with a homozygous short (tt) pea plant. What ratio represents the results Sam and Julia can expect? (A) 1 tall plant to 3 short plants (B) 2 tall plants to 2 short plants (C) 3 tall plants to 1 short plant (D) 4 tall plants to 0 short plants","In their science classroom, Sam and Julia cross a heterozygous tall (Tt) pea plant with a homozygous short (tt) pea plant. What ratio represents the results Sam and Julia can expect? ", 1 tall plant to 3 short plants , 2 tall plants to 2 short plants , 3 tall plants to 1 short plant , 4 tall plants to 0 short plants,,"### In their science classroom, Sam and Julia cross a heterozygous tall (Tt) pea plant with a homozygous short (tt) pea plant. What ratio represents the results Sam and Julia can expect?  (A)  1 tall plant to 3 short plants  (B)  2 tall plants to 2 short plants  (C)  3 tall plants to 1 short plant  (D)  4 tall plants to 0 short plants 
 ### ",3
52,52,MCAS_2000_8_37,37,A,MCAS,What type of force keeps the planets orbiting the Sun? (A) gravitational (B) magnetic (C) electrical (D) nuclear,What type of force keeps the planets orbiting the Sun? , gravitational , magnetic , electrical , nuclear,,"### What type of force keeps the planets orbiting the Sun?  (A)  gravitational  (B)  magnetic  (C)  electrical  (D)  nuclear 
 ### ","3. electrical 

 ### 3. electrical 

 ### 3. electrical 

 ### 3. electrical 


 ### 3. electrical 



 ### 3. electrical 

"
